id,model,year,transmission,mileage,fuelType,tax,mpg,engineSize
2514, A3,2016,Automatic,26000,Diesel,125,61.4,2.0
2515, A3,2017,Manual,21400,Petrol,145,60.1,1.0
2516, Q5,2019,Semi-Auto,3712,Diesel,145,34.5,3.0
2517, Q5,2016,Semi-Auto,39015,Diesel,205,47.1,2.0
2518, A4,2017,Automatic,40378,Diesel,145,55.4,3.0
2519, Q7,2019,Automatic,14495,Diesel,145,32.8,3.0
2520, Q2,2017,Manual,8641,Petrol,145,50.4,1.4
2521, Q3,2016,Semi-Auto,30319,Diesel,145,51.4,2.0
2522, Q5,2015,Semi-Auto,60599,Diesel,240,42.8,3.0
2523, Q3,2017,Manual,21502,Petrol,150,49.6,1.4
2524, A4,2019,Automatic,4359,Diesel,145,51.4,2.0
2525, A3,2019,Semi-Auto,2028,Petrol,145,42.2,1.5
2526, RS3,2019,Semi-Auto,5894,Petrol,150,30.1,2.5
2527, A5,2019,Semi-Auto,5200,Petrol,145,37.7,2.0
2528, Q7,2017,Semi-Auto,16837,Diesel,145,39.2,4.0
2529, A6,2016,Manual,79728,Diesel,30,64.2,2.0
2530, A4,2016,Manual,36974,Diesel,20,68.9,2.0
2531, Q7,2019,Automatic,9150,Diesel,150,32.1,3.0
2532, TT,2015,Manual,13874,Petrol,160,45.6,2.0
2533, A3,2013,Manual,49525,Diesel,20,68.9,1.6
2534, Q3,2016,Manual,12683,Petrol,125,51.4,1.4
2535, A5,2019,Manual,4500,Petrol,145,37.2,2.0
2536, A3,2018,Manual,22710,Diesel,145,68.9,1.6
2537, A5,2019,Automatic,5415,Petrol,145,40.4,2.0
2538, Q5,2018,Semi-Auto,9427,Petrol,145,40.4,2.0
2539, Q7,2020,Semi-Auto,6000,Diesel,145,33.2,3.0
2540, A3,2018,Manual,22000,Petrol,150,60.1,1.0
2541, Q3,2017,Manual,16908,Petrol,125,51.4,1.4
2542, A4,2019,Semi-Auto,8583,Diesel,145,51.4,2.0
2543, A5,2013,Automatic,69410,Diesel,125,58.9,2.0
2544, A6,2016,Semi-Auto,54928,Diesel,125,56.5,3.0
2545, A3,2015,Manual,20411,Diesel,0,74.3,1.6
2546, Q3,2019,Automatic,9859,Diesel,145,47.1,2.0
2547, A6,2014,Semi-Auto,79965,Diesel,30,64.2,2.0
2548, Q3,2017,Semi-Auto,26856,Diesel,145,55.4,2.0
2549, A4,2016,Manual,28753,Diesel,20,68.9,2.0
2550, A6,2016,Automatic,42000,Diesel,145,54.3,3.0
2551, A4,2017,Manual,10000,Petrol,145,52.3,1.4
2552, A4,2016,Manual,45799,Diesel,20,70.6,2.0
2553, A5,2016,Manual,60920,Diesel,165,53.3,2.0
2554, A1,2017,Manual,16086,Petrol,30,55.4,1.4
2555, TT,2012,Manual,24693,Diesel,165,51.4,2.0
2556, Q2,2017,Semi-Auto,20630,Diesel,145,57.7,2.0
2557, A1,2012,Manual,75187,Petrol,125,53.3,1.4
2558, A6,2014,Automatic,56292,Diesel,150,55.4,2.0
2559, Q3,2019,Semi-Auto,10400,Petrol,145,31.7,2.0
2560, Q2,2019,Manual,4000,Petrol,145,43.5,0.0
2561, A7,2013,Automatic,75016,Diesel,200,47.9,3.0
2562, A3,2016,Manual,39537,Diesel,30,64.2,2.0
2563, A6,2016,Semi-Auto,40811,Diesel,165,50.4,3.0
2564, A3,2016,Manual,39967,Diesel,125,57.6,2.0
2565, A5,2019,Semi-Auto,5712,Diesel,145,51.4,2.0
2566, TT,2015,Manual,31208,Petrol,150,47.9,2.0
2567, A3,2016,Manual,17562,Petrol,30,58.9,1.4
2568, Q7,2020,Semi-Auto,1500,Diesel,145,33.2,3.0
2569, A4,2013,Semi-Auto,86999,Diesel,125,57.6,2.0
2570, A6,2015,Semi-Auto,38952,Diesel,125,57.6,2.0
2571, A4,2016,Manual,29955,Petrol,150,48.7,2.0
2572, Q3,2019,Manual,4530,Petrol,145,39.8,1.5
2573, Q3,2018,Manual,7157,Petrol,145,51.4,1.4
2574, A4,2016,Manual,14900,Petrol,125,53.3,1.4
2575, A6,2019,Semi-Auto,3278,Diesel,145,47.9,2.0
2576, A5,2020,Semi-Auto,1703,Diesel,145,51.4,2.0
2577, A3,2016,Manual,14170,Petrol,20,60.1,1.4
2578, Q3,2017,Manual,33126,Diesel,145,56.5,2.0
2579, S5,2013,Automatic,35000,Petrol,300,34.9,3.0
2580, Q2,2017,Semi-Auto,9547,Petrol,145,54.3,1.4
2581, A3,2016,Semi-Auto,52226,Petrol,20,60.1,1.4
2582, Q3,2019,Manual,1500,Diesel,145,42.8,2.0
2583, A3,2018,Manual,7900,Petrol,145,47.1,1.0
2584, TT,2016,Manual,22000,Diesel,30,62.8,2.0
2585, Q3,2017,Manual,20482,Diesel,30,62.8,2.0
2586, A5,2018,Manual,10559,Diesel,145,64.2,2.0
2587, Q3,2020,Automatic,4000,Petrol,145,32.5,2.0
2588, TT,2015,Manual,23065,Petrol,145,47.9,2.0
2589, Q3,2019,Semi-Auto,11614,Diesel,145,48.7,2.0
2590, A3,2019,Semi-Auto,14580,Petrol,145,42.2,1.5
2591, TT,2019,Semi-Auto,5154,Petrol,145,37.2,2.0
2592, Q7,2017,Semi-Auto,31800,Diesel,145,39.2,4.0
2593, A5,2019,Automatic,6000,Petrol,145,37.7,2.0
2594, A3,2018,Semi-Auto,19602,Petrol,145,43.5,2.0
2595, Q2,2018,Manual,12554,Petrol,150,53.3,1.0
2596, A3,2017,Manual,38239,Diesel,20,70.6,1.6
2597, Q5,2019,Semi-Auto,2910,Petrol,145,32.1,2.0
2598, Q2,2017,Semi-Auto,9534,Petrol,145,54.3,1.4
2599, A3,2018,Semi-Auto,11924,Petrol,150,42.2,1.5
2600, A1,2019,Semi-Auto,1548,Petrol,145,40.9,2.0
2601, A5,2016,Semi-Auto,10000,Petrol,165,44.8,1.8
2602, Q3,2017,Manual,25670,Diesel,145,61.4,2.0
2603, A4,2016,Semi-Auto,23264,Diesel,20,67.3,2.0
2604, Q5,2020,Automatic,7511,Petrol,145,32.1,2.0
2605, Q3,2016,Semi-Auto,43200,Petrol,150,47.9,1.4
2606, A1,2017,Manual,12148,Petrol,145,67.3,1.0
2607, A3,2015,Manual,103370,Petrol,20,60.1,1.4
2608, Q3,2016,Manual,23307,Diesel,160,49.6,2.0
2609, Q2,2017,Manual,19638,Petrol,150,52.3,1.4
2610, A5,2016,Semi-Auto,49429,Diesel,20,70.6,2.0
2611, A3,2015,Semi-Auto,49548,Petrol,20,60.1,1.4
2612, Q5,2015,Semi-Auto,28977,Diesel,200,47.1,2.0
2613, A5,2018,Manual,27427,Diesel,145,67.3,2.0
2614, A3,2015,Manual,52516,Diesel,20,68.9,2.0
2615, Q5,2018,Automatic,16780,Petrol,150,40.4,2.0
2616, A3,2019,Semi-Auto,8877,Petrol,150,42.2,1.5
2617, A3,2019,Manual,3200,Petrol,145,42.2,1.5
2618, A4,2014,Manual,36790,Diesel,30,61.4,2.0
2619, A1,2015,Manual,61194,Petrol,0,67.3,1.0
2620, Q2,2019,Manual,84,Diesel,145,49.6,1.6
2621, A8,2018,Semi-Auto,6098,Diesel,145,50.4,3.0
2622, Q2,2016,Semi-Auto,29491,Petrol,125,51.4,1.4
2623, Q3,2017,Semi-Auto,28450,Petrol,145,47.9,1.4
2624, A3,2019,Semi-Auto,6763,Petrol,150,34.5,2.0
2625, A3,2014,Automatic,7595,Petrol,125,50.4,1.8
2626, Q3,2020,Manual,2574,Petrol,145,40.9,1.5
2627, Q3,2016,Manual,29814,Diesel,165,49.6,2.0
2628, A3,2019,Automatic,14403,Petrol,145,42.2,1.5
2629, A3,2016,Automatic,18833,Petrol,20,62.8,1.0
2630, Q5,2019,Automatic,2000,Diesel,145,38.2,2.0
2631, Q3,2018,Semi-Auto,16655,Petrol,150,45.6,1.4
2632, A1,2015,Manual,20639,Petrol,0,67.3,1.0
2633, Q3,2019,Semi-Auto,14600,Petrol,150,37.2,1.5
2634, RS4,2018,Semi-Auto,22767,Petrol,145,32.1,2.9
2635, Q5,2019,Semi-Auto,9503,Diesel,150,32.5,3.0
2636, A5,2016,Semi-Auto,23048,Diesel,150,53.3,2.0
2637, Q3,2019,Automatic,9029,Petrol,145,31.4,2.0
2638, RS4,2020,Semi-Auto,6000,Petrol,145,29.1,2.9
2639, A3,2016,Manual,21764,Diesel,0,83.1,1.6
2640, A3,2019,Manual,3302,Petrol,145,47.1,1.0
2641, A4,2017,Manual,40075,Petrol,150,51.4,1.4
2642, A1,2017,Manual,13840,Petrol,145,67.3,1.0
2643, Q2,2019,Manual,6771,Diesel,145,49.6,1.6
2644, A4,2016,Automatic,56000,Diesel,30,67.3,2.0
2645, A4,2019,Semi-Auto,9482,Diesel,150,47.9,2.0
2646, Q5,2020,Automatic,7791,Diesel,145,34.5,3.0
2647, A4,2017,Manual,14864,Petrol,145,52.3,1.4
2648, A1,2016,Manual,26442,Petrol,30,57.6,1.4
2649, A6,2016,Manual,32390,Diesel,125,58.9,2.0
2650, A1,2019,Manual,6272,Petrol,145,50.4,1.0
2651, A5,2019,Automatic,2500,Diesel,145,47.1,2.0
2652, Q2,2017,Manual,15888,Petrol,150,52.3,1.4
2653, A1,2019,Semi-Auto,2942,Petrol,145,47.1,1.0
2654, Q8,2019,Automatic,9126,Diesel,145,33.6,3.0
2655, A3,2017,Manual,27928,Petrol,20,60.1,1.4
2656, A3,2016,Manual,18469,Diesel,20,68.9,2.0
2657, A3,2017,Manual,43990,Petrol,20,60.1,1.0
2658, Q2,2019,Automatic,3381,Petrol,145,40.9,1.5
2659, A4,2015,Manual,87652,Diesel,0,74.3,2.0
2660, A3,2016,Semi-Auto,52500,Hybrid,0,176.6,1.4
2661, Q3,2019,Manual,2721,Diesel,145,42.8,2.0
2662, TT,2020,Automatic,80,Petrol,145,38.7,2.0
2663, A3,2017,Manual,14644,Petrol,145,54.3,1.5
2664, A1,2016,Manual,15683,Petrol,0,67.3,1.0
2665, A3,2014,Manual,21238,Petrol,20,60.1,1.4
2666, A3,2016,Manual,55545,Diesel,20,70.6,1.6
2667, Q3,2020,Manual,1015,Petrol,150,40.9,1.5
2668, Q5,2019,Semi-Auto,100,Petrol,145,33.2,2.0
2669, A6,2014,Automatic,106420,Diesel,30,64.2,2.0
2670, A4,2017,Semi-Auto,26752,Diesel,145,64.2,2.0
2671, A4,2017,Manual,4337,Petrol,145,51.4,1.4
2672, A4,2011,Manual,88000,Diesel,30,61.4,2.0
2673, Q3,2020,Automatic,1500,Petrol,145,40.4,0.0
2674, A5,2016,Semi-Auto,40586,Diesel,145,56.5,2.0
2675, A5,2013,Semi-Auto,75900,Diesel,125,58.9,2.0
2676, A3,2012,Manual,55000,Diesel,30,64.2,2.0
2677, A3,2017,Manual,23525,Petrol,20,60.1,1.4
2678, A6,2018,Manual,15957,Diesel,145,65.7,2.0
2679, Q3,2020,Automatic,500,Diesel,145,48.7,2.0
2680, A4,2019,Manual,3134,Petrol,145,38.2,2.0
2681, Q2,2019,Semi-Auto,7897,Diesel,145,47.9,2.0
2682, A1,2017,Manual,28502,Petrol,30,56.5,1.4
2683, Q5,2019,Semi-Auto,4125,Diesel,145,38.2,2.0
2684, A3,2019,Manual,2975,Diesel,145,52.3,1.6
2685, Q3,2015,Manual,27556,Diesel,160,49.6,2.0
2686, Q7,2017,Semi-Auto,27148,Diesel,150,47.9,3.0
2687, A4,2017,Manual,16602,Petrol,145,50.4,2.0
2688, TT,2015,Semi-Auto,37236,Petrol,160,44.1,2.0
2689, Q7,2019,Semi-Auto,6227,Diesel,145,33.2,3.0
2690, A3,2017,Semi-Auto,48575,Petrol,145,49.6,2.0
2691, A4,2019,Automatic,6000,Diesel,145,48.7,2.0
2692, Q2,2019,Manual,4775,Diesel,145,49.6,1.6
2693, Q7,2019,Semi-Auto,13769,Diesel,145,33.2,3.0
2694, Q7,2019,Automatic,50,Diesel,145,33.6,3.0
2695, A4,2017,Semi-Auto,29885,Diesel,30,65.7,2.0
2696, Q8,2019,Semi-Auto,10000,Diesel,150,32.8,3.0
2697, A7,2019,Semi-Auto,13502,Diesel,150,47.1,2.0
2698, A3,2017,Manual,18454,Diesel,145,70.6,1.6
2699, A1,2019,Semi-Auto,6009,Petrol,145,40.9,2.0
2700, A6,2016,Automatic,35784,Diesel,30,61.4,3.0
2701, Q5,2014,Semi-Auto,66188,Diesel,265,41.5,3.0
2702, A4,2018,Manual,23319,Petrol,145,51.4,1.4
2703, A6,2015,Semi-Auto,70228,Diesel,145,54.3,3.0
2704, A6,2016,Semi-Auto,26784,Diesel,150,54.3,2.0
2705, Q3,2017,Semi-Auto,33200,Diesel,150,55.4,2.0
2706, A3,2019,Manual,4909,Diesel,145,51.4,1.6
2707, A4,2020,Automatic,3558,Diesel,145,39.2,3.0
2708, A3,2019,Manual,3325,Diesel,145,49.6,1.6
2709, A1,2017,Manual,27317,Petrol,150,67.3,1.0
2710, A1,2015,Manual,40222,Diesel,0,80.7,1.6
2711, Q3,2014,Automatic,39190,Diesel,205,47.9,2.0
2712, A1,2012,Manual,44331,Petrol,125,52.3,1.4
2713, A1,2016,Manual,75189,Diesel,0,80.7,1.6
2714, TT,2019,Semi-Auto,2000,Petrol,145,31.0,2.5
2715, A1,2018,Manual,22000,Diesel,150,76.4,1.6
2716, Q3,2017,Manual,15685,Petrol,125,51.4,1.4
2717, A3,2016,Semi-Auto,27306,Diesel,125,61.4,2.0
2718, A1,2019,Semi-Auto,8253,Petrol,145,47.1,1.0
2719, Q3,2020,Semi-Auto,4309,Diesel,150,45.6,2.0
2720, Q3,2019,Manual,3055,Diesel,145,42.8,2.0
2721, A4,2017,Manual,59512,Diesel,145,74.3,2.0
2722, A1,2018,Manual,8300,Petrol,145,70.6,1.4
2723, A5,2015,Semi-Auto,28094,Petrol,260,36.7,3.0
2724, A5,2014,Manual,44998,Petrol,145,49.6,1.8
2725, A3,2017,Manual,30899,Petrol,145,62.8,1.0
2726, A3,2019,Automatic,5000,Petrol,145,40.4,2.0
2727, A1,2015,Automatic,23000,Petrol,30,56.5,1.4
2728, A4,2006,Automatic,74000,Petrol,570,22.8,4.2
2729, A4,2019,Semi-Auto,6129,Diesel,145,44.8,2.0
2730, Q5,2020,Semi-Auto,2000,Diesel,145,38.2,2.0
2731, Q2,2019,Manual,4519,Diesel,145,49.6,1.6
2732, Q3,2017,Semi-Auto,44080,Petrol,145,47.9,1.4
2733, A1,2018,Automatic,14655,Petrol,150,64.2,1.0
2734, S3,2016,Automatic,60000,Petrol,205,40.9,2.0
2735, Q7,2016,Semi-Auto,74840,Diesel,205,47.9,3.0
2736, Q3,2015,Automatic,48898,Diesel,150,54.3,2.0
2737, Q5,2019,Semi-Auto,100,Petrol,145,33.2,2.0
2738, TT,2015,Manual,36000,Diesel,20,67.3,2.0
2739, Q2,2019,Manual,741,Diesel,145,49.6,1.6
2740, Q5,2014,Automatic,72562,Diesel,260,41.5,3.0
2741, A6,2019,Automatic,4500,Diesel,145,47.9,2.0
2742, RS3,2015,Automatic,15016,Petrol,300,34.9,2.5
2743, Q3,2019,Automatic,7040,Petrol,145,30.7,2.0
2744, A6,2019,Automatic,6015,Diesel,145,47.9,2.0
2745, A5,2017,Automatic,26785,Petrol,240,38.2,3.0
2746, Q2,2017,Manual,7898,Petrol,125,52.3,1.4
2747, A6,2017,Automatic,24885,Diesel,145,61.4,2.0
2748, A3,2015,Manual,55443,Petrol,30,56.5,1.4
2749, Q3,2016,Semi-Auto,40254,Petrol,205,40.4,2.0
2750, A4,2016,Automatic,40568,Diesel,20,70.6,2.0
2751, A4,2016,Semi-Auto,36157,Diesel,20,72.4,2.0
2752, Q3,2019,Semi-Auto,15039,Petrol,145,31.7,2.0
2753, A3,2019,Semi-Auto,6039,Petrol,150,36.7,2.0
2754, A4,2019,Semi-Auto,5006,Petrol,145,39.2,2.0
2755, A3,2016,Manual,52519,Diesel,20,72.4,1.6
2756, A4,2020,Semi-Auto,3000,Petrol,145,42.2,2.0
2757, A5,2019,Automatic,100,Petrol,145,40.4,2.0
2758, Q3,2018,Semi-Auto,13746,Petrol,145,48.7,1.4
2759, A1,2013,Manual,23954,Petrol,125,53.3,1.4
2760, A5,2019,Automatic,4074,Diesel,145,51.4,2.0
2761, Q5,2020,Semi-Auto,6000,Diesel,145,34.5,3.0
2762, Q2,2017,Manual,24986,Petrol,145,52.3,1.4
2763, A4,2015,Manual,51493,Diesel,20,67.3,2.0
2764, A6,2020,Automatic,893,Diesel,145,47.9,2.0
2765, A8,2018,Semi-Auto,3027,Diesel,145,40.4,3.0
2766, A3,2015,Manual,31983,Diesel,20,70.6,1.6
2767, A4,2016,Manual,71734,Diesel,20,70.6,2.0
2768, A4,2017,Manual,12882,Petrol,145,52.3,1.4
2769, A4,2006,Manual,114000,Diesel,195,48.7,2.0
2770, A1,2014,Manual,44202,Petrol,30,55.4,1.2
2771, TT,2013,Manual,55159,Diesel,160,51.4,2.0
2772, Q3,2017,Manual,16497,Diesel,145,61.4,2.0
2773, A4,2019,Automatic,1750,Diesel,145,45.6,2.0
2774, TT,2019,Manual,6000,Petrol,145,39.8,2.0
2775, A5,2020,Semi-Auto,5000,Diesel,145,47.1,2.0
2776, A8,2013,Automatic,43903,Diesel,235,44.1,3.0
2777, A1,2016,Manual,30582,Petrol,30,55.4,1.4
2778, A1,2018,Automatic,37310,Petrol,145,56.5,1.4
2779, Q3,2017,Semi-Auto,13750,Petrol,145,47.9,1.4
2780, A3,2017,Semi-Auto,24519,Diesel,150,70.6,1.6
2781, Q3,2016,Semi-Auto,22964,Diesel,150,52.3,2.0
2782, Q2,2019,Manual,5000,Diesel,145,49.6,1.6
2783, A6,2019,Automatic,2200,Diesel,145,47.9,2.0
2784, A8,2016,Semi-Auto,39000,Diesel,300,38.7,4.2
2785, A5,2017,Semi-Auto,31354,Petrol,145,38.2,3.0
2786, TT,2016,Manual,17374,Petrol,160,46.3,1.8
2787, Q3,2019,Semi-Auto,9134,Diesel,145,48.7,2.0
2788, A6,2016,Automatic,36203,Diesel,20,64.2,2.0
2789, A3,2016,Manual,36385,Petrol,125,53.3,1.4
2790, Q2,2017,Semi-Auto,23021,Petrol,150,52.3,1.4
2791, Q2,2019,Automatic,4000,Petrol,145,33.2,2.0
2792, Q5,2018,Automatic,15123,Diesel,145,55.4,2.0
2793, A4,2020,Semi-Auto,6998,Petrol,145,38.2,2.0
2794, A3,2017,Semi-Auto,28000,Diesel,145,56.5,2.0
2795, A1,2017,Manual,12568,Petrol,150,67.3,1.0
2796, A4,2019,Manual,2928,Petrol,145,41.5,2.0
2797, A3,2019,Semi-Auto,14686,Petrol,145,42.2,1.5
2798, Q3,2019,Automatic,2473,Petrol,145,31.7,2.0
2799, Q2,2018,Manual,10005,Petrol,145,50.4,1.4
2800, A3,2018,Manual,17547,Petrol,150,56.5,1.5
2801, TT,2016,Semi-Auto,46200,Petrol,160,43.5,2.0
2802, Q5,2019,Automatic,1547,Diesel,145,55.4,2.0
2803, A1,2019,Semi-Auto,8750,Petrol,150,40.9,2.0
2804, A1,2016,Manual,16106,Petrol,30,55.4,1.4
2805, Q2,2019,Semi-Auto,156,Diesel,150,46.3,2.0
2806, Q7,2020,Semi-Auto,826,Diesel,145,29.4,4.0
2807, A4,2019,Semi-Auto,9461,Diesel,145,47.9,2.0
2808, A3,2012,Manual,104822,Diesel,20,68.9,1.6
2809, A5,2019,Automatic,6109,Diesel,145,50.4,2.0
2810, Q3,2020,Manual,1500,Petrol,145,40.9,0.0
2811, A1,2015,Manual,29544,Petrol,0,67.3,1.0
2812, A4,2013,Manual,58024,Diesel,30,61.4,2.0
2813, A6,2017,Semi-Auto,28710,Diesel,145,56.5,2.0
2814, A3,2016,Semi-Auto,31128,Petrol,165,43.5,2.0
2815, A1,2017,Manual,12577,Petrol,30,58.9,1.4
2816, A1,2020,Manual,1322,Petrol,145,49.6,1.0
2817, A3,2014,Semi-Auto,25256,Diesel,30,64.2,2.0
2818, Q5,2019,Automatic,6565,Hybrid,135,117.7,2.0
2819, A8,2015,Automatic,30306,Petrol,570,25.0,6.3
2820, Q5,2012,Automatic,50000,Diesel,195,47.1,2.0
2821, A3,2017,Manual,15197,Petrol,145,54.3,1.5
2822, TT,2020,Semi-Auto,1015,Petrol,145,37.7,2.0
2823, TT,2002,Manual,131925,Petrol,325,30.1,1.8
2824, A1,2016,Manual,25818,Diesel,0,76.3,1.6
2825, Q5,2016,Semi-Auto,28797,Diesel,240,42.8,3.0
2826, Q2,2017,Semi-Auto,39000,Diesel,145,58.9,2.0
2827, A4,2019,Manual,1000,Petrol,145,39.2,2.0
2828, A1,2014,Manual,78000,Diesel,0,74.3,1.6
2829, Q7,2014,Automatic,66000,Diesel,300,38.2,3.0
2830, Q3,2016,Manual,46750,Petrol,145,49.6,1.4
2831, TT,2008,Automatic,91000,Petrol,280,36.2,2.0
2832, Q2,2019,Manual,822,Petrol,145,44.8,1.5
2833, Q3,2020,Semi-Auto,6000,Petrol,145,30.7,2.0
2834, A1,2013,Manual,44374,Diesel,0,74.3,1.6
2835, Q5,2017,Semi-Auto,27838,Petrol,150,34.0,3.0
2836, Q3,2019,Automatic,6000,Diesel,145,47.1,2.0
2837, A3,2013,Manual,27267,Petrol,30,54.3,1.4
2838, A1,2016,Manual,28150,Petrol,30,56.5,1.4
2839, Q5,2016,Automatic,65401,Diesel,200,47.1,2.0
2840, A3,2016,Manual,24102,Petrol,30,60.1,1.4
2841, A6,2019,Semi-Auto,3596,Diesel,145,50.4,2.0
2842, Q3,2019,Manual,4515,Petrol,145,40.9,1.5
2843, A1,2014,Manual,51451,Petrol,125,52.3,1.4
2844, S5,2014,Semi-Auto,32000,Petrol,260,36.7,3.0
2845, A8,2018,Semi-Auto,10961,Diesel,145,48.7,3.0
2846, A3,2016,Semi-Auto,14298,Petrol,30,58.9,1.4
2847, A3,2013,Automatic,61400,Petrol,125,50.4,1.8
2848, A4,2018,Automatic,11775,Petrol,145,37.7,3.0
2849, Q5,2016,Manual,47505,Diesel,200,47.9,2.0
2850, A1,2016,Manual,42391,Diesel,0,76.3,1.6
2851, Q5,2019,Automatic,5000,Diesel,145,38.2,2.0
2852, A3,2015,Automatic,32497,Petrol,205,39.8,2.0
2853, A3,2016,Automatic,67392,Diesel,20,68.9,1.6
2854, Q5,2018,Semi-Auto,15076,Diesel,145,56.5,2.0
2855, A5,2013,Manual,28125,Diesel,30,61.4,2.0
2856, A3,2017,Semi-Auto,33900,Diesel,125,57.6,2.0
2857, A4,2016,Manual,31000,Diesel,30,64.2,2.0
2858, A3,2019,Semi-Auto,6278,Petrol,145,34.9,2.0
2859, TT,2017,Manual,34640,Petrol,145,46.3,1.8
2860, A7,2017,Semi-Auto,49281,Diesel,150,54.3,3.0
2861, A5,2013,Manual,39000,Petrol,150,49.6,1.8
2862, RS5,2019,Automatic,1000,Petrol,145,30.4,2.9
2863, A6,2016,Semi-Auto,24831,Diesel,30,61.4,2.0
2864, A3,2015,Semi-Auto,32600,Petrol,205,40.9,2.0
2865, A3,2019,Manual,2085,Diesel,145,51.4,1.6
2866, A1,2017,Manual,23485,Petrol,145,67.3,1.0
2867, A3,2018,Manual,19811,Diesel,145,70.6,1.6
2868, A5,2015,Manual,58386,Petrol,200,40.4,2.0
2869, A6,2019,Semi-Auto,6508,Diesel,145,39.2,3.0
2870, Q3,2017,Semi-Auto,18203,Diesel,150,53.3,2.0
2871, A7,2015,Automatic,17078,Diesel,160,52.3,3.0
2872, Q7,2015,Automatic,55559,Diesel,300,38.2,3.0
2873, A4,2020,Semi-Auto,3000,Petrol,145,42.2,2.0
2874, A3,2019,Semi-Auto,4799,Petrol,145,34.9,2.0
2875, A3,2014,Manual,31036,Diesel,20,67.3,2.0
2876, Q7,2019,Automatic,8238,Diesel,145,32.8,3.0
2877, A5,2019,Semi-Auto,1476,Petrol,145,40.4,2.0
2878, Q5,2014,Manual,44735,Petrol,235,37.7,2.0
2879, Q2,2019,Semi-Auto,3624,Petrol,145,40.9,1.5
2880, A6,2019,Semi-Auto,5000,Petrol,145,31.4,3.0
2881, Q2,2019,Manual,3653,Diesel,145,49.6,1.6
2882, A4,2018,Manual,27954,Petrol,150,53.3,1.4
2883, A3,2016,Manual,58000,Diesel,20,70.6,1.6
2884, A4,2019,Semi-Auto,8904,Diesel,150,44.1,2.0
2885, A6,2014,Manual,44638,Diesel,30,62.8,2.0
2886, Q3,2019,Automatic,16363,Petrol,150,31.7,2.0
2887, A1,2016,Manual,42165,Petrol,30,56.5,1.4
2888, Q3,2019,Manual,6000,Petrol,145,40.9,1.5
2889, A5,2016,Semi-Auto,14991,Diesel,160,50.4,2.0
2890, A1,2020,Manual,2004,Petrol,145,48.7,1.0
2891, A4,2017,Manual,36700,Diesel,145,72.4,2.0
2892, A4,2017,Manual,42421,Diesel,30,67.3,2.0
2893, A5,2019,Automatic,9076,Diesel,145,45.6,2.0
2894, A1,2016,Manual,19479,Petrol,30,57.6,1.4
2895, Q2,2019,Manual,7252,Diesel,140,47.9,1.6
2896, A3,2019,Semi-Auto,5000,Petrol,145,43.5,1.5
2897, Q3,2019,Semi-Auto,7118,Diesel,145,38.7,2.0
2898, Q5,2017,Semi-Auto,18053,Diesel,200,47.1,2.0
2899, A5,2018,Semi-Auto,16393,Petrol,145,50.4,2.0
2900, A8,2019,Semi-Auto,1000,Diesel,145,40.4,3.0
2901, A3,2019,Semi-Auto,5000,Petrol,145,39.2,2.0
2902, A4,2014,Manual,42892,Diesel,30,65.7,2.0
2903, Q7,2019,Automatic,12687,Diesel,150,32.8,3.0
2904, A5,2019,Semi-Auto,23,Petrol,145,40.4,2.0
2905, A3,2017,Semi-Auto,18778,Diesel,145,70.6,1.6
2906, A6,2019,Semi-Auto,3000,Diesel,145,50.4,2.0
2907, A5,2019,Automatic,9,Diesel,145,50.4,2.0
2908, A5,2019,Automatic,2200,Diesel,145,50.4,2.0
2909, RS4,2013,Semi-Auto,28359,Petrol,565,26.4,4.2
2910, A4,2017,Semi-Auto,25773,Petrol,145,43.5,2.0
2911, A6,2018,Semi-Auto,30569,Diesel,145,50.4,3.0
2912, Q5,2016,Semi-Auto,42187,Diesel,235,42.8,3.0
2913, Q5,2017,Semi-Auto,30000,Diesel,240,42.2,3.0
2914, A6,2015,Automatic,57816,Diesel,125,57.6,2.0
2915, Q3,2020,Automatic,3911,Diesel,145,45.6,2.0
2916, A5,2019,Automatic,250,Petrol,145,40.4,2.0
2917, A1,2016,Manual,20527,Petrol,0,67.3,1.0
2918, Q3,2019,Manual,3525,Petrol,145,40.9,1.5
2919, Q5,2020,Semi-Auto,1986,Diesel,145,38.2,2.0
2920, A3,2019,Manual,2000,Diesel,150,51.4,1.6
2921, Q2,2019,Manual,5000,Diesel,145,49.6,1.6
2922, A3,2015,Manual,91334,Diesel,0,83.1,1.6
2923, Q5,2016,Semi-Auto,43316,Diesel,200,47.1,2.0
2924, A1,2015,Manual,26811,Petrol,30,58.9,1.4
2925, Q2,2019,Automatic,37,Diesel,145,47.9,1.6
2926, Q5,2019,Semi-Auto,4638,Diesel,145,38.2,2.0
2927, A4,2019,Automatic,2000,Diesel,145,39.2,3.0
2928, A4,2017,Manual,32997,Diesel,145,67.3,2.0
2929, A4,2017,Manual,21668,Diesel,145,70.6,2.0
2930, A1,2016,Manual,88340,Diesel,0,76.3,1.6
2931, Q3,2019,Semi-Auto,5000,Petrol,145,32.1,2.0
2932, Q3,2017,Manual,22300,Petrol,125,51.4,1.4
2933, A1,2015,Manual,69888,Diesel,0,80.7,1.6
2934, A3,2018,Semi-Auto,18972,Petrol,150,47.9,2.0
2935, A3,2014,Manual,107000,Diesel,20,67.3,2.0
2936, A3,2016,Manual,83467,Petrol,20,60.1,1.4
