Gender,Education,Occupation Type,Residence Type,Experience Using Metaverse,Age,Annual Salary,Preferred Metaverse Type
male,Doctorate,Gas industry,Officetel,no,4,126808,3
female,Bachelor's degree,Agriculture,Multi-family home,yes,66,334841,2
other,Bachelor's degree,Fishing industry,Apartment,yes,22,24023,3
male,Doctorate,Retail industry,Single-family home,no,84,244810,1
other,Master's degree,Maintenance industry,Townhouse,yes,87,13705,2
other,High school graduate,Fishing industry,Multi-family home,no,10,420025,0
other,High school graduate,Distribution industry,Multi-family home,no,16,104812,2
other,Master's degree,Manufacturing industry,Multiple home,no,19,232300,1
male,Doctorate,Repair industry,Apartment,no,17,366783,3
male,High school graduate,Gas industry,Townhouse,no,28,450496,3
male,Master's degree,Distribution industry,Multiple home,no,36,185535,3
other,Middle school graduate,Fishing industry,Officetel,yes,67,179375,1
other,High school graduate,Electric power industry,Officetel,no,47,438646,3
other,Bachelor's degree,Fishing industry,Multi-family home,yes,94,410590,1
female,Elementary school graduate,Manufacturing industry,Multi-family home,no,20,120575,2
male,Middle school graduate,Repair industry,Single-family home,no,19,56769,0
other,Master's degree,Service industry,Apartment,no,11,290950,0
male,High school graduate,Service industry,Townhouse,no,34,30605,2
male,Doctorate,Mining,Single-family home,yes,91,19480,3
male,Middle school graduate,Finance industry,Officetel,yes,89,73496,2
other,High school graduate,Electric power industry,Officetel,no,47,438646,3
female,High school graduate,Service industry,Apartment,yes,86,413200,2
female,Elementary school graduate,Electric power industry,Officetel,yes,10,484558,2
other,Bachelor's degree,Insurance industry,Multiple home,yes,87,101142,2
female,Doctorate,Fishing industry,Townhouse,yes,36,54457,1
male,High school graduate,Water industry,Single-family home,no,6,27152,0
female,High school graduate,Electric power industry,Multi-family home,yes,56,245890,0
female,High school graduate,Retail industry,Single-family home,no,74,470326,3
other,Doctorate,Forestry,Officetel,yes,89,151978,0
other,Master's degree,Gas industry,Single-family home,yes,74,159033,1
male,Middle school graduate,Finance industry,Townhouse,no,88,320616,2
other,Middle school graduate,Mining,Officetel,no,55,290401,3
male,Doctorate,Insurance industry,Apartment,no,42,328180,1
other,Bachelor's degree,Repair industry,Multiple home,yes,3,124897,2
other,Doctorate,Finance industry,Officetel,no,92,23806,2
male,Doctorate,Distribution industry,Officetel,no,72,292817,3
female,High school graduate,Gas industry,Apartment,no,39,99007,0
female,Master's degree,Maintenance industry,Officetel,yes,26,309138,2
other,Master's degree,Manufacturing industry,Officetel,yes,85,509530,1
male,High school graduate,Water industry,Multiple home,no,87,145422,1
female,Elementary school graduate,Agriculture,Apartment,no,99,186493,0
other,High school graduate,Broadcasting industry,Officetel,yes,80,16400,2
male,Elementary school graduate,Mining,Multi-family home,yes,48,412087,0
other,Elementary school graduate,Mining,Multi-family home,yes,76,320310,2
other,Doctorate,Broadcasting industry,Single-family home,yes,3,408966,1
male,Master's degree,Maintenance industry,Apartment,no,3,362759,1
other,Bachelor's degree,Distribution industry,Single-family home,no,91,215465,0
male,Bachelor's degree,Repair industry,Apartment,no,55,254636,0
male,Bachelor's degree,Retail industry,Single-family home,no,2,392190,0
male,High school graduate,Broadcasting industry,Single-family home,no,58,220175,1
male,Bachelor's degree,Fishing industry,Single-family home,yes,50,348507,2
other,High school graduate,Retail industry,Multiple home,no,77,93296,3
other,Bachelor's degree,Insurance industry,Multiple home,yes,87,101142,2
female,Elementary school graduate,Manufacturing industry,Multiple home,no,92,204854,3
other,High school graduate,Service industry,Townhouse,yes,88,390714,3
other,Elementary school graduate,Repair industry,Townhouse,no,62,50905,2
female,Middle school graduate,Retail industry,Multiple home,yes,33,394876,0
female,Elementary school graduate,Manufacturing industry,Multi-family home,no,20,120575,2
female,High school graduate,Gas industry,Apartment,no,39,99007,0
other,High school graduate,Gas industry,Single-family home,no,33,277284,1
female,Elementary school graduate,Fishing industry,Multi-family home,yes,28,249347,0
other,Middle school graduate,Fishing industry,Multi-family home,no,58,462275,3
male,Master's degree,Gas industry,Single-family home,no,52,41848,1
male,High school graduate,Electric power industry,Single-family home,no,56,137744,0
other,Middle school graduate,Electric power industry,Officetel,no,87,246426,0
male,High school graduate,Water industry,Single-family home,no,6,27152,0
other,High school graduate,Service industry,Single-family home,yes,22,280405,0
female,Elementary school graduate,Construction industry,Officetel,yes,89,420893,0
female,High school graduate,Water industry,Multi-family home,no,66,84887,2
other,Master's degree,Finance industry,Multiple home,no,11,77936,2
male,Bachelor's degree,Agriculture,Officetel,no,89,93297,1
female,Middle school graduate,Mining,Officetel,no,56,116068,1
female,Middle school graduate,Retail industry,Multiple home,yes,33,394876,0
other,High school graduate,Distribution industry,Multi-family home,no,16,104812,2
other,Bachelor's degree,Mining,Apartment,yes,75,351161,0
female,Elementary school graduate,Distribution industry,Single-family home,yes,101,299520,2
female,Middle school graduate,Construction industry,Single-family home,no,50,112337,2
female,Middle school graduate,Retail industry,Multiple home,yes,33,394876,0
other,Bachelor's degree,Fishing industry,Multiple home,yes,7,170812,2
other,High school graduate,Wholesale industry,Townhouse,yes,86,56549,2
male,Doctorate,Wholesale industry,Multiple home,no,44,319486,3
male,Elementary school graduate,Wholesale industry,Multi-family home,yes,38,399845,0
other,Middle school graduate,Construction industry,Multiple home,no,73,315627,0
other,Bachelor's degree,Retail industry,Officetel,yes,89,248922,1
other,Master's degree,Construction industry,Officetel,no,16,19624,3
male,Elementary school graduate,Mining,Townhouse,no,88,395513,3
female,Middle school graduate,Insurance industry,Multiple home,yes,25,480316,3
other,Master's degree,Broadcasting industry,Multi-family home,yes,23,34860,0
female,Bachelor's degree,Construction industry,Officetel,yes,16,59356,2
female,Doctorate,Wholesale industry,Apartment,yes,58,34041,3
male,Middle school graduate,Electric power industry,Officetel,no,37,256660,3
other,Master's degree,Maintenance industry,Townhouse,no,63,76008,3
other,Bachelor's degree,Distribution industry,Multiple home,no,97,128764,3
male,Doctorate,Retail industry,Multi-family home,no,12,181190,0
other,High school graduate,Fishing industry,Apartment,no,58,360844,1
male,Bachelor's degree,Repair industry,Apartment,no,55,254636,0
female,Elementary school graduate,Wholesale industry,Multi-family home,yes,93,158325,0
female,High school graduate,Fishing industry,Single-family home,yes,6,442820,3
female,Middle school graduate,Manufacturing industry,Apartment,yes,80,165307,3
female,Doctorate,Service industry,Officetel,no,36,116996,1
other,Middle school graduate,Mining,Officetel,no,90,197840,2
female,Elementary school graduate,Insurance industry,Officetel,no,93,31297,3
male,Elementary school graduate,Electric power industry,Officetel,no,48,295334,1
male,Elementary school graduate,Mining,Townhouse,no,88,395513,3
other,High school graduate,Mining,Townhouse,no,2,89956,2
other,Master's degree,Finance industry,Apartment,yes,100,278479,1
male,Elementary school graduate,Broadcasting industry,Townhouse,yes,82,35847,2
other,Doctorate,Wholesale industry,Multiple home,no,57,160905,3
other,Doctorate,Finance industry,Officetel,no,92,23806,2
male,Elementary school graduate,Service industry,Multiple home,no,48,123204,1
male,High school graduate,Repair industry,Single-family home,no,12,384137,3
male,Middle school graduate,Broadcasting industry,Apartment,no,80,435644,3
male,Master's degree,Repair industry,Multiple home,yes,102,330248,1
male,Master's degree,Agriculture,Single-family home,yes,78,238593,3
male,Master's degree,Mining,Multi-family home,no,51,61303,2
other,Bachelor's degree,Finance industry,Multiple home,no,33,353517,2
other,Bachelor's degree,Finance industry,Multiple home,no,21,303321,2
male,Doctorate,Mining,Single-family home,yes,36,73216,0
other,Middle school graduate,Broadcasting industry,Multiple home,no,75,373503,2
female,Bachelor's degree,Service industry,Single-family home,yes,36,160299,3
male,Middle school graduate,Retail industry,Single-family home,yes,76,153016,1
female,Bachelor's degree,Repair industry,Multi-family home,yes,77,406681,1
female,Elementary school graduate,Retail industry,Multiple home,yes,82,320529,2
male,Doctorate,Broadcasting industry,Apartment,no,57,217899,2
female,High school graduate,Gas industry,Apartment,no,39,99007,0
female,Middle school graduate,Forestry,Single-family home,no,71,22459,2
male,Elementary school graduate,Fishing industry,Townhouse,yes,49,198081,1
male,Middle school graduate,Water industry,Multi-family home,no,5,248672,0
male,Bachelor's degree,Distribution industry,Multi-family home,yes,51,197957,1
male,Middle school graduate,Broadcasting industry,Multiple home,yes,69,201185,3
other,Bachelor's degree,Finance industry,Multiple home,no,33,353517,2
male,Bachelor's degree,Insurance industry,Single-family home,yes,47,263779,3
male,Elementary school graduate,Broadcasting industry,Townhouse,yes,82,35847,2
other,Middle school graduate,Insurance industry,Officetel,no,71,132149,1
other,Elementary school graduate,Fishing industry,Multi-family home,yes,61,296434,1
other,Elementary school graduate,Distribution industry,Officetel,no,86,366310,0
male,High school graduate,Electric power industry,Townhouse,no,69,479294,1
other,High school graduate,Water industry,Officetel,yes,103,188371,0
female,Master's degree,Retail industry,Single-family home,no,42,102832,0
male,Middle school graduate,Broadcasting industry,Multiple home,yes,69,201185,3
other,Middle school graduate,Construction industry,Townhouse,yes,50,264737,0
other,Elementary school graduate,Distribution industry,Multiple home,no,57,344038,1
other,Middle school graduate,Mining,Officetel,yes,46,154642,2
male,Master's degree,Mining,Single-family home,yes,51,17819,3
male,Master's degree,Gas industry,Single-family home,yes,2,368879,0
female,High school graduate,Finance industry,Officetel,yes,28,165712,3
other,Middle school graduate,Gas industry,Multiple home,yes,36,148052,0
male,Doctorate,Electric power industry,Multi-family home,yes,70,193877,0
female,Elementary school graduate,Insurance industry,Single-family home,no,50,225567,0
female,Master's degree,Water industry,Single-family home,no,88,254817,3
other,Elementary school graduate,Service industry,Multi-family home,no,3,337886,0
female,Doctorate,Finance industry,Single-family home,no,38,171328,1
female,Doctorate,Agriculture,Single-family home,no,90,62253,2
male,Middle school graduate,Electric power industry,Officetel,no,37,256660,3
male,Master's degree,Agriculture,Multi-family home,no,25,131720,2
female,Middle school graduate,Manufacturing industry,Multi-family home,no,79,415862,3
female,Master's degree,Fishing industry,Officetel,no,93,74285,3
female,Master's degree,Insurance industry,Officetel,yes,33,412532,0
female,Bachelor's degree,Insurance industry,Single-family home,yes,12,452353,1
male,Doctorate,Electric power industry,Multi-family home,yes,70,193877,0
male,Doctorate,Forestry,Multiple home,yes,20,87676,2
female,Master's degree,Water industry,Townhouse,yes,55,194234,2
female,High school graduate,Fishing industry,Officetel,no,80,181519,3
male,Middle school graduate,Distribution industry,Multi-family home,yes,94,493893,3
male,Middle school graduate,Repair industry,Single-family home,no,41,49273,1
other,High school graduate,Construction industry,Multi-family home,yes,49,36709,1
female,High school graduate,Wholesale industry,Multiple home,yes,38,43055,1
male,Bachelor's degree,Agriculture,Officetel,no,89,93297,1
other,Doctorate,Retail industry,Multiple home,yes,47,361850,0
other,Middle school graduate,Service industry,Single-family home,no,31,164558,3
other,Doctorate,Wholesale industry,Apartment,no,68,184648,0
other,Bachelor's degree,Forestry,Officetel,no,55,521490,0
male,Middle school graduate,Broadcasting industry,Apartment,yes,90,421958,1
female,Middle school graduate,Insurance industry,Officetel,no,56,436840,2
other,Bachelor's degree,Manufacturing industry,Multi-family home,no,97,263034,2
male,Master's degree,Broadcasting industry,Officetel,yes,58,291006,3
female,Doctorate,Agriculture,Multi-family home,no,72,356540,1
female,Elementary school graduate,Manufacturing industry,Single-family home,no,94,325144,2
male,Elementary school graduate,Insurance industry,Officetel,no,7,15034,2
other,Bachelor's degree,Electric power industry,Officetel,yes,94,279086,3
female,Doctorate,Service industry,Single-family home,no,83,172092,2
other,Elementary school graduate,Repair industry,Townhouse,yes,66,464076,3
